customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct,cohort_month,tenure_bucket,recency_days,frequency_per_month,historical_clv,clv_tier,signup_year_month,churn_month
C00366,2024-04-18,Basic,21.37,8,1,2024-10-23,product dissatisfaction,9.0,1.0,2024-09-22,Card,North America,18-24,Organic Search,3,0,1,0.053,2024-04-01,7-12,440,1.125,161.9,Low,2024-04,2024-10-01
C01015,2024-04-18,Standard,33.84,14,0,,billing,9.0,1.0,2025-06-12,Card,Latin America,35-44,Paid Ads,3,0,1,0.068,2024-04-01,13-24,177,0.6428571428571429,441.54,Medium,2024-04,
C02133,2024-04-18,Standard,32.41,14,0,,billing,16.0,1.0,2025-09-06,Card,North America,35-44,Partnerships,4,0,1,0.016,2024-04-01,13-24,91,1.1428571428571428,446.48,Medium,2024-04,
C02950,2024-04-18,Standard,37.56,14,0,,billing,8.0,1.0,2025-07-06,ACH,Europe,45-54,Paid Ads,1,0,1,0.007,2024-04-01,13-24,153,0.5714285714285714,522.16,High,2024-04,
C03244,2024-04-18,Standard,52.27,8,1,2024-07-25,billing,6.0,3.0,2024-06-28,ACH,APAC,55+,Organic Search,0,1,1,0.028,2024-04-01,7-12,526,0.75,406.45,Medium,2024-04,2024-07-01
C03809,2024-04-18,Premium,79.16,14,0,,billing,14.0,1.0,2025-06-10,Card,APAC,25-34,Paid Ads,5,0,1,0.075,2024-04-01,13-24,179,1.0,1025.12,High,2024-04,
C04222,2024-04-18,Basic,21.78,14,1,2024-09-24,support issues,5.0,3.0,2024-06-08,Card,Europe,55+,Paid Ads,4,1,1,0.029,2024-04-01,13-24,546,0.35714285714285715,296.08,Medium,2024-04,2024-09-01
C04311,2024-04-18,Standard,37.13,7,1,2024-08-29,billing,9.0,1.0,2024-07-20,PayPal,North America,25-34,Paid Ads,2,0,1,0.15387499999999998,2024-04-01,7-12,504,1.2857142857142858,219.92,Medium,2024-04,2024-08-01
C05085,2024-04-18,Basic,16.4,8,1,2024-08-29,billing,6.0,2.0,2024-08-09,PayPal,Latin America,35-44,Referral,3,0,1,0.052,2024-04-01,7-12,484,0.75,124.38,Low,2024-04,2024-08-01
C07021,2024-04-18,Basic,18.38,14,0,,billing,10.0,0.0,2025-06-07,Card,North America,55+,Direct,1,0,1,0.048,2024-04-01,13-24,182,0.7142857142857143,244.97,Medium,2024-04,
C07108,2024-04-18,Standard,32.23,14,0,,billing,12.0,0.0,2025-11-06,Card,North America,55+,Organic Search,3,1,1,0.051,2024-04-01,13-24,30,0.8571428571428571,428.21,Medium,2024-04,
C00296,2024-04-19,Basic,11.42,14,0,,billing,6.0,0.0,2025-06-07,Card,Latin America,25-34,Partnerships,4,0,1,0.047,2024-04-01,13-24,182,0.42857142857142855,152.37,Low,2024-04,
C00701,2024-04-19,Premium,65.94,14,0,,billing,13.0,0.0,2025-07-06,Card,APAC,55+,Partnerships,5,0,1,0.048,2024-04-01,13-24,153,0.9285714285714286,878.85,High,2024-04,
C01010,2024-04-19,Premium,83.19125,14,0,,billing,17.0,1.0,2025-06-12,Card,Latin America,55+,Referral,5,0,1,0.018,2024-04-01,13-24,177,1.2142857142857142,1143.71,High,2024-04,
C01686,2024-04-19,Basic,19.26,4,1,2024-10-06,no usage,12.0,0.0,2024-05-21,Card,North America,25-34,Referral,2,0,1,0.032,2024-04-01,4-6,564,3.0,74.57,Low,2024-04,2024-10-01
C02714,2024-04-19,Basic,22.14,8,1,2024-09-11,billing,10.0,0.0,2024-03-08,Card,Europe,45-54,Email,2,0,1,0.067,2024-04-01,7-12,638,1.25,165.25,Low,2024-04,2024-09-01
C04000,2024-04-19,Premium,83.19125,14,0,,billing,15.0,0.0,2025-09-06,PayPal,North America,35-44,Organic Search,4,0,1,0.025,2024-04-01,13-24,91,1.0714285714285714,1135.56,High,2024-04,
C04948,2024-04-19,Basic,17.9,10,1,2024-10-14,no usage,10.0,2.0,2024-09-07,Card,North America,25-34,Direct,2,0,1,0.035,2024-04-01,7-12,455,1.0,172.74,Low,2024-04,2024-10-01
C06680,2024-04-19,Standard,40.71,14,0,,billing,12.0,1.0,2025-06-06,PayPal,Latin America,25-34,Paid Ads,1,0,1,0.066,2024-04-01,13-24,183,0.8571428571428571,532.32,High,2024-04,
C00449,2024-04-20,Basic,19.49,9,1,2024-12-18,billing,7.0,1.0,2024-11-26,Card,APAC,25-34,Direct,2,1,1,0.011,2024-04-01,7-12,375,0.7777777777777778,173.48,Low,2024-04,2024-12-01
C01849,2024-04-20,Standard,44.81,11,1,2025-01-30,price sensitivity,7.0,0.0,2024-12-31,ACH,Latin America,45-54,Partnerships,2,1,1,0.012,2024-04-01,7-12,340,0.6363636363636364,487.0,Medium,2024-04,2025-01-01
C02432,2024-04-20,Standard,28.95,14,0,,billing,5.0,2.0,2025-06-05,PayPal,North America,35-44,Organic Search,2,0,1,0.01,2024-04-01,13-24,184,0.35714285714285715,401.25,Medium,2024-04,
C02477,2024-04-20,Standard,32.61,14,0,,billing,12.0,1.0,2025-06-19,Card,Europe,18-24,Referral,2,0,1,0.127,2024-04-01,13-24,170,0.8571428571428571,398.56,Medium,2024-04,
C03957,2024-04-20,Basic,14.66,10,1,2025-01-20,billing,7.0,2.0,2025-04-01,Card,Latin America,35-44,Referral,3,0,1,0.064,2024-04-01,7-12,249,0.7,137.22,Low,2024-04,2025-01-01
C04032,2024-04-20,Basic,14.54,10,1,2025-11-02,no usage,2.0,3.0,2025-01-15,Card,North America,35-44,Organic Search,0,2,1,0.072,2024-04-01,7-12,325,0.2,134.93,Low,2024-04,2025-11-01
C04614,2024-04-20,Basic,16.48,7,1,2024-07-14,price sensitivity,4.0,0.0,2024-06-28,Card,APAC,45-54,Email,0,2,1,0.079,2024-04-01,7-12,526,0.5714285714285714,106.25,Low,2024-04,2024-07-01
C04740,2024-04-20,Standard,29.43,14,0,,billing,10.0,1.0,2025-09-06,ACH,Europe,45-54,Organic Search,3,0,1,0.039,2024-04-01,13-24,91,0.7142857142857143,395.95,Medium,2024-04,
C05270,2024-04-20,Premium,74.56,6,1,2024-04-09,billing,11.0,3.0,2024-07-19,ACH,Latin America,35-44,Paid Ads,2,0,1,0.049,2024-04-01,4-6,505,1.8333333333333333,425.44,Medium,2024-04,2024-04-01
C05633,2024-04-20,Standard,42.1,10,1,2024-05-10,billing,10.0,1.0,2024-09-22,Card,Europe,35-44,Referral,4,0,1,0.15387499999999998,2024-04-01,7-12,440,1.0,356.22,Medium,2024-04,2024-05-01
C07042,2024-04-20,Premium,76.96,14,0,,billing,15.0,0.0,2025-08-06,Card,North America,35-44,Partnerships,5,0,1,0.15387499999999998,2024-04-01,13-24,122,1.0714285714285714,911.65,High,2024-04,
C07121,2024-04-20,Standard,37.93,14,0,,billing,10.0,1.0,2025-06-15,Card,Latin America,35-44,Email,5,0,1,0.15387499999999998,2024-04-01,13-24,174,0.7142857142857143,449.31,Medium,2024-04,
C00712,2024-04-21,Basic,13.71,6,1,2024-07-22,no usage,9.0,0.0,2024-07-06,Wallet,North America,25-34,Partnerships,2,0,1,0.005,2024-04-01,4-6,518,1.5,81.85,Low,2024-04,2024-07-01
C00893,2024-04-21,Standard,38.63,10,1,2025-01-26,billing,9.0,2.0,2024-12-21,Card,APAC,45-54,Organic Search,4,0,1,0.15387499999999998,2024-04-01,7-12,350,0.9,326.86,Medium,2024-04,2025-01-01
C01800,2024-04-21,Standard,42.23,10,1,2024-08-21,billing,10.0,4.0,2024-07-27,Card,North America,55+,Email,2,0,1,0.032,2024-04-01,7-12,497,1.0,408.79,Medium,2024-04,2024-08-01
C02732,2024-04-21,Standard,50.0,8,1,2024-10-20,billing,11.0,1.0,2024-09-27,Card,North America,45-54,Partnerships,3,0,1,0.002,2024-04-01,7-12,435,1.375,399.2,Medium,2024-04,2024-10-01
C02777,2024-04-21,Basic,14.0,14,0,,billing,4.0,2.0,2025-06-20,Wallet,Europe,55+,Referral,3,0,1,0.022,2024-04-01,13-24,169,0.2857142857142857,191.69,Low,2024-04,
C03337,2024-04-21,Standard,40.38,14,0,,billing,9.0,1.0,2025-06-13,ACH,Latin America,35-44,Paid Ads,2,0,1,0.021,2024-04-01,13-24,176,0.6428571428571429,553.45,High,2024-04,
C03552,2024-04-21,Standard,44.71,14,0,,billing,11.0,2.0,2025-06-13,Card,Latin America,25-34,Organic Search,5,1,1,0.055,2024-04-01,13-24,176,0.7857142857142857,591.51,High,2024-04,
C03867,2024-04-21,Basic,16.48,14,0,,billing,12.0,1.0,2025-09-06,Card,North America,25-34,Referral,3,0,1,0.035,2024-04-01,13-24,91,0.8571428571428571,222.64,Medium,2024-04,
C04512,2024-04-21,Basic,20.91,14,0,,billing,5.0,2.0,2025-08-06,Card,APAC,45-54,Direct,1,0,1,0.15387499999999998,2024-04-01,13-24,122,0.35714285714285715,247.69,Medium,2024-04,
C04992,2024-04-21,Standard,43.84,14,0,,billing,10.0,1.0,2025-06-14,Card,APAC,25-34,Partnerships,4,0,1,0.076,2024-04-01,13-24,175,0.7142857142857143,567.11,High,2024-04,
C05205,2024-04-21,Standard,51.09,10,1,2025-02-06,no usage,12.0,0.0,2025-01-18,Card,North America,35-44,Referral,1,0,1,0.15387499999999998,2024-04-01,7-12,322,1.2,432.29,Medium,2024-04,2025-02-01
C05659,2024-04-21,Standard,38.19,9,1,2024-11-13,billing,11.0,1.0,2024-10-15,Card,Europe,25-34,Partnerships,1,0,1,0.15387499999999998,2024-04-01,7-12,417,1.2222222222222223,290.82,Medium,2024-04,2024-11-01
C05677,2024-04-21,Basic,18.64,11,1,2024-08-21,price sensitivity,7.0,1.0,2024-07-21,Card,APAC,35-44,Organic Search,3,0,1,0.003,2024-04-01,7-12,503,0.6363636363636364,204.42,Medium,2024-04,2024-08-01
C06777,2024-04-21,Premium,83.19,14,0,,billing,10.0,0.0,2025-06-15,ACH,Europe,45-54,Email,5,2,1,0.15387499999999998,2024-04-01,13-24,174,0.7142857142857143,985.45,High,2024-04,
C00578,2024-04-22,Standard,39.37,14,0,,billing,11.0,1.0,2025-06-13,Card,North America,55+,Organic Search,5,0,1,0.047,2024-04-01,13-24,176,0.7857142857142857,525.27,High,2024-04,
C00679,2024-04-22,Basic,24.56,9,1,2025-01-09,billing,1.0,4.0,2024-12-03,ACH,Latin America,55+,Paid Ads,1,1,1,0.021,2024-04-01,7-12,368,0.1111111111111111,216.4,Medium,2024-04,2025-01-01
C01859,2024-04-22,Standard,37.72,10,1,2024-11-16,billing,13.0,1.0,2024-01-11,Card,APAC,35-44,Organic Search,5,0,1,0.035,2024-04-01,7-12,695,1.3,364.0,Medium,2024-04,2024-11-01
C03392,2024-04-22,Standard,39.52,10,1,2024-10-16,product dissatisfaction,8.0,5.0,2024-09-01,Card,Latin America,25-34,Partnerships,2,0,1,0.043,2024-04-01,7-12,461,0.8,378.21,Medium,2024-04,2024-10-01
C03937,2024-04-22,Standard,37.43,14,0,,billing,13.0,1.0,2025-06-09,Card,North America,18-24,Referral,5,1,1,0.052,2024-04-01,13-24,180,0.9285714285714286,496.77,High,2024-04,
C05727,2024-04-22,Standard,43.33,14,0,,billing,17.0,0.0,2024-09-09,ACH,North America,35-44,Referral,3,0,1,0.04,2024-04-01,13-24,453,1.2142857142857142,582.36,High,2024-04,
C06806,2024-04-22,Premium,79.21,14,0,,billing,18.0,0.0,2025-06-10,Card,North America,18-24,Referral,5,0,1,0.032,2024-04-01,13-24,179,1.2857142857142858,1073.45,High,2024-04,
C01074,2024-04-23,Standard,25.57,14,0,,billing,12.0,1.0,2025-06-17,Card,North America,55+,Partnerships,1,0,1,0.018,2024-04-01,13-24,172,0.8571428571428571,351.54,Medium,2024-04,
C01311,2024-04-23,Basic,18.43,14,0,,billing,11.0,0.0,2025-06-22,ACH,North America,25-34,Partnerships,3,1,1,0.027,2024-04-01,13-24,167,0.7857142857142857,251.05,Medium,2024-04,
C02489,2024-04-23,Premium,79.05,14,0,,billing,12.0,1.0,2025-06-17,Card,APAC,45-54,Paid Ads,4,0,1,0.098,2024-04-01,13-24,172,0.8571428571428571,998.24,High,2024-04,
C03469,2024-04-23,Basic,20.17,11,1,2024-09-07,billing,6.0,3.0,2024-08-14,Card,North America,25-34,Organic Search,0,0,1,0.054,2024-04-01,7-12,479,0.5454545454545454,209.89,Medium,2024-04,2024-09-01
C04549,2024-04-23,Basic,22.91,13,1,2024-12-03,billing,1.0,3.0,2024-10-26,PayPal,North America,35-44,Referral,2,4,1,0.02,2024-04-01,13-24,406,0.07692307692307693,291.87,Medium,2024-04,2024-12-01
C05520,2024-04-23,Premium,80.96,14,0,,billing,16.0,0.0,2025-06-21,Card,North America,25-34,Referral,0,0,1,0.074,2024-04-01,13-24,168,1.1428571428571428,1049.57,High,2024-04,
C05915,2024-04-23,Basic,18.7,9,1,2024-12-31,no usage,2.0,3.0,2024-11-23,Card,Latin America,35-44,Direct,0,1,1,0.053,2024-04-01,7-12,378,0.2222222222222222,159.38,Low,2024-04,2024-12-01
C06409,2024-04-23,Basic,22.43,14,0,,billing,10.0,2.0,2025-06-21,Card,North America,35-44,Organic Search,5,0,1,0.15387499999999998,2024-04-01,13-24,168,0.7142857142857143,265.7,Medium,2024-04,
C06674,2024-04-23,Basic,27.11,11,1,2024-08-17,billing,7.0,0.0,2024-07-30,Card,Europe,35-44,Paid Ads,1,0,1,0.055,2024-04-01,7-12,494,0.6363636363636364,281.81,Medium,2024-04,2024-08-01
C01195,2024-04-24,Standard,39.28,14,1,2025-02-13,price sensitivity,12.0,0.0,2025-01-31,Wallet,Europe,18-24,Organic Search,5,0,1,0.042,2024-04-01,13-24,309,0.8571428571428571,526.82,High,2024-04,2025-02-01
C01665,2024-04-24,Standard,33.76,14,0,,billing,10.0,1.0,2025-06-13,Card,North America,35-44,Organic Search,1,0,1,0.07,2024-04-01,13-24,176,0.7142857142857143,439.56,Medium,2024-04,
C02029,2024-04-24,Standard,33.82,14,1,2024-11-12,price sensitivity,14.0,1.0,2024-10-19,Card,North America,55+,Paid Ads,5,0,1,0.037,2024-04-01,13-24,413,1.0,455.96,Medium,2024-04,2024-11-01
C02518,2024-04-24,Premium,67.36,14,0,,billing,13.0,2.0,2025-06-19,Card,North America,18-24,Paid Ads,5,1,1,0.078,2024-04-01,13-24,170,0.9285714285714286,869.48,High,2024-04,
C02609,2024-04-24,Standard,38.52,14,0,,billing,11.0,3.0,2025-06-13,ACH,Europe,35-44,Organic Search,2,0,1,0.072,2024-04-01,13-24,176,0.7857142857142857,500.45,High,2024-04,
C05435,2024-04-24,Standard,34.96,8,1,2024-12-11,billing,10.0,0.0,2024-10-29,Card,Europe,25-34,Organic Search,3,0,1,0.017,2024-04-01,7-12,403,1.25,274.93,Medium,2024-04,2024-12-01
C05517,2024-04-24,Standard,40.53,14,0,,billing,8.0,1.0,2025-06-22,Card,North America,35-44,Paid Ads,2,0,1,0.076,2024-04-01,13-24,167,0.5714285714285714,524.3,High,2024-04,
C05724,2024-04-24,Basic,18.19,14,1,2025-01-05,price sensitivity,7.0,1.0,2025-03-21,Card,North America,25-34,Referral,3,1,1,0.041,2024-04-01,13-24,260,0.5,244.22,Medium,2024-04,2025-01-01
C06703,2024-04-24,Standard,32.69,5,1,2024-07-02,billing,10.0,3.0,2024-06-17,Card,North America,35-44,Referral,0,0,1,0.018,2024-04-01,4-6,537,2.0,160.51,Low,2024-04,2024-07-01
C06757,2024-04-24,Standard,24.94,10,1,2024-08-29,price sensitivity,13.0,3.0,2024-02-08,Card,APAC,45-54,Referral,5,0,1,0.023,2024-04-01,7-12,667,1.3,243.66,Medium,2024-04,2024-08-01
C00011,2024-04-25,Premium,68.97,14,0,,billing,13.0,0.0,2025-06-15,Card,Europe,25-34,Referral,4,0,1,0.15387499999999998,2024-04-01,13-24,174,0.9285714285714286,817.0,High,2024-04,
C00997,2024-04-25,Standard,50.52,12,1,2024-11-22,billing,12.0,0.0,2024-10-28,Card,Europe,25-34,Direct,3,0,1,0.069,2024-04-01,7-12,404,1.0,564.41,High,2024-04,2024-11-01
C03265,2024-04-25,Basic,23.15,13,1,2024-11-28,no usage,9.0,1.0,2024-10-30,Card,Europe,18-24,Organic Search,2,0,1,0.034,2024-04-01,13-24,402,0.6923076923076923,290.72,Medium,2024-04,2024-11-01
C03728,2024-04-25,Basic,18.79,8,1,2024-11-04,support issues,7.0,4.0,2024-09-26,PayPal,Europe,35-44,Referral,3,1,1,0.008,2024-04-01,7-12,436,0.875,149.12,Low,2024-04,2024-11-01
C04219,2024-04-25,Basic,19.25,11,1,2024-11-11,billing,3.0,4.0,2024-04-10,Card,North America,25-34,Organic Search,3,0,1,0.15387499999999998,2024-04-01,7-12,605,0.2727272727272727,179.17,Low,2024-04,2024-11-01
C04370,2024-04-25,Standard,24.86,14,0,,billing,13.0,1.0,2025-06-24,ACH,North America,25-34,Organic Search,3,0,1,0.039,2024-04-01,13-24,165,0.9285714285714286,334.47,Medium,2024-04,
C04813,2024-04-25,Premium,79.65,8,1,2024-10-19,billing,13.0,0.0,2024-12-09,Card,Europe,35-44,Paid Ads,4,0,1,0.004,2024-04-01,7-12,362,1.625,634.65,High,2024-04,2024-10-01
C04920,2024-04-25,Premium,83.19125,14,0,,billing,16.0,0.0,2025-06-23,ACH,APAC,35-44,Paid Ads,5,1,1,0.068,2024-04-01,13-24,166,1.1428571428571428,1085.48,High,2024-04,
C05067,2024-04-25,Premium,79.17,14,0,,billing,12.0,1.0,2025-06-14,ACH,Latin America,45-54,Direct,1,0,1,0.019,2024-04-01,13-24,175,0.8571428571428571,1087.32,High,2024-04,
C03360,2024-04-26,Basic,15.13,13,1,2025-02-24,billing,7.0,1.0,2025-02-06,Card,APAC,25-34,Partnerships,1,1,1,0.034,2024-04-01,13-24,303,0.5384615384615384,190.0,Low,2024-04,2025-02-01
C03539,2024-04-26,Standard,37.22,14,0,,billing,11.0,2.0,2025-06-13,PayPal,Europe,25-34,Organic Search,3,0,1,0.15387499999999998,2024-04-01,13-24,176,0.7857142857142857,440.9,Medium,2024-04,
C03773,2024-04-26,Standard,34.73,14,0,,billing,10.0,1.0,2025-05-06,Card,Latin America,25-34,Direct,5,0,1,0.15387499999999998,2024-04-01,13-24,214,0.7142857142857143,411.4,Medium,2024-04,
C04836,2024-04-26,Basic,16.19,14,0,,billing,1.0,2.0,2025-06-14,Card,Europe,25-34,Referral,3,0,1,0.055,2024-04-01,13-24,175,0.07142857142857142,214.19,Medium,2024-04,
C05090,2024-04-26,Standard,43.77,14,0,,billing,11.0,1.0,2025-06-25,PayPal,North America,35-44,Organic Search,5,0,1,0.15387499999999998,2024-04-01,13-24,164,0.7857142857142857,518.49,High,2024-04,
C05225,2024-04-26,Basic,22.21,12,1,2024-12-24,competitor,9.0,2.0,2024-12-11,ACH,Europe,18-24,Partnerships,0,0,1,0.15387499999999998,2024-04-01,7-12,360,0.75,225.51,Medium,2024-04,2024-12-01
C05559,2024-04-26,Basic,18.69,12,1,2025-04-24,billing,5.0,1.0,2025-03-19,Card,Latin America,35-44,Email,2,0,1,0.003,2024-04-01,7-12,262,0.4166666666666667,223.61,Medium,2024-04,2025-04-01
C05593,2024-04-26,Premium,83.19125,14,0,,billing,16.0,1.0,2025-06-12,PayPal,North America,35-44,Email,5,0,1,0.15387499999999998,2024-04-01,13-24,177,1.1428571428571428,985.46,High,2024-04,
C06029,2024-04-26,Standard,39.55,14,0,,billing,12.0,0.0,2025-06-20,Card,North America,45-54,Direct,2,0,1,0.035,2024-04-01,13-24,169,0.8571428571428571,534.32,High,2024-04,
C06743,2024-04-26,Premium,73.19,14,0,,billing,14.0,0.0,2025-06-25,ACH,Latin America,45-54,Email,2,0,1,0.015,2024-04-01,13-24,164,1.0,1009.29,High,2024-04,
C06803,2024-04-26,Premium,83.19125,14,0,,billing,16.0,1.0,2025-06-23,ACH,APAC,25-34,Direct,4,0,1,0.05,2024-04-01,13-24,166,1.1428571428571428,1106.44,High,2024-04,
C07041,2024-04-26,Premium,68.21,14,0,,billing,14.0,0.0,2025-06-20,Card,Europe,35-44,Partnerships,5,0,1,0.113,2024-04-01,13-24,169,1.0,847.03,High,2024-04,
C01392,2024-04-27,Standard,40.59,14,0,,billing,12.0,0.0,2025-06-26,Card,Europe,45-54,Organic Search,2,0,1,0.041,2024-04-01,13-24,163,0.8571428571428571,544.96,High,2024-04,
C01957,2024-04-27,Premium,81.69,14,0,,billing,15.0,0.0,2025-06-15,PayPal,Europe,55+,Direct,5,0,1,0.123,2024-04-01,13-24,174,1.0714285714285714,1002.99,High,2024-04,
C03044,2024-04-27,Standard,38.96,14,0,,billing,10.0,2.0,2025-06-19,ACH,APAC,18-24,Email,2,0,1,0.061,2024-04-01,13-24,170,0.7142857142857143,512.17,High,2024-04,
C03646,2024-04-27,Premium,72.57,14,0,,billing,17.0,0.0,2025-06-22,Card,APAC,25-34,Organic Search,5,0,1,0.031,2024-04-01,13-24,167,1.2142857142857142,984.48,High,2024-04,
C03738,2024-04-27,Basic,21.05,5,1,2024-01-09,billing,6.0,2.0,2024-04-08,PayPal,North America,25-34,Direct,4,0,1,0.045,2024-04-01,4-6,607,1.2,100.51,Low,2024-04,2024-01-01
C05758,2024-04-27,Basic,21.61,14,1,2024-10-14,billing,6.0,3.0,2024-09-19,Card,Europe,35-44,Organic Search,3,1,1,0.012,2024-04-01,13-24,443,0.42857142857142855,298.91,Medium,2024-04,2024-10-01
C06852,2024-04-27,Standard,43.76,9,1,2024-08-06,competitor,8.0,0.0,2024-07-16,Card,Latin America,45-54,Organic Search,3,0,1,0.008,2024-04-01,7-12,508,0.8888888888888888,390.69,Medium,2024-04,2024-08-01
C06987,2024-04-27,Basic,12.67,12,1,2024-09-29,no usage,9.0,2.0,2024-09-12,Card,Latin America,18-24,Referral,5,0,1,0.003,2024-04-01,7-12,450,0.75,151.58,Low,2024-04,2024-09-01
C00995,2024-04-28,Basic,20.02,14,0,,billing,7.0,1.0,2024-09-15,PayPal,APAC,25-34,Organic Search,2,0,1,0.15387499999999998,2024-04-01,13-24,447,0.5,237.15,Medium,2024-04,
C01299,2024-04-28,Basic,11.93,14,1,2024-04-12,price sensitivity,6.0,1.0,2024-11-17,Wallet,North America,25-34,Organic Search,2,1,1,0.062,2024-04-01,13-24,384,0.42857142857142855,156.66,Low,2024-04,2024-04-01
C01501,2024-04-28,Standard,36.29,14,0,,billing,13.0,1.0,2025-06-27,Card,APAC,45-54,Referral,5,0,1,0.076,2024-04-01,13-24,162,0.9285714285714286,469.45,Medium,2024-04,
C01920,2024-04-28,Premium,73.0,5,1,2024-07-16,billing,16.0,0.0,2024-06-16,Card,North America,18-24,Paid Ads,3,0,1,0.055,2024-04-01,4-6,538,3.2,344.92,Medium,2024-04,2024-07-01
C02411,2024-04-28,Standard,25.6,14,1,2025-09-02,billing,9.0,1.0,2024-12-28,PayPal,Europe,55+,Organic Search,2,0,1,0.15387499999999998,2024-04-01,13-24,343,0.6428571428571429,303.25,Medium,2024-04,2025-09-01
C04058,2024-04-28,Basic,22.8,14,1,2025-04-25,billing,6.0,2.0,2025-08-04,Card,APAC,45-54,Email,3,0,1,0.02,2024-04-01,13-24,124,0.42857142857142855,312.82,Medium,2024-04,2025-04-01
C05476,2024-04-28,Premium,73.28,14,0,,billing,17.0,0.0,2025-06-20,ACH,Europe,35-44,Referral,5,1,1,0.04,2024-04-01,13-24,169,1.2142857142857142,984.88,High,2024-04,
C00488,2024-04-29,Premium,83.19125,11,1,2025-11-02,product dissatisfaction,12.0,0.0,2025-01-20,Card,APAC,45-54,Organic Search,2,0,1,0.031,2024-04-01,7-12,320,1.0909090909090908,886.74,High,2024-04,2025-11-01
C00507,2024-04-29,Basic,11.8,8,1,2024-04-11,price sensitivity,4.0,4.0,2024-09-21,Card,APAC,25-34,Paid Ads,1,0,1,0.033,2024-04-01,7-12,441,0.5,91.28,Low,2024-04,2024-04-01
C01147,2024-04-29,Basic,17.84,14,0,,billing,9.0,0.0,2025-06-22,Card,North America,45-54,Direct,3,0,1,0.029,2024-04-01,13-24,167,0.6428571428571429,242.52,Medium,2024-04,
C01164,2024-04-29,Premium,77.62,14,0,,billing,17.0,0.0,2025-06-24,PayPal,APAC,25-34,Partnerships,3,0,1,0.15387499999999998,2024-04-01,13-24,165,1.2142857142857142,919.47,High,2024-04,
C01902,2024-04-29,Standard,31.16,8,1,2024-08-31,billing,8.0,2.0,2024-07-26,Card,Latin America,25-34,Paid Ads,3,0,1,0.122,2024-04-01,7-12,498,1.0,218.87,Medium,2024-04,2024-08-01
C01991,2024-04-29,Standard,36.47,14,0,,billing,11.0,1.0,2025-06-23,Card,North America,18-24,Referral,4,1,1,0.15387499999999998,2024-04-01,13-24,166,0.7857142857142857,432.01,Medium,2024-04,
C02048,2024-04-29,Premium,83.19125,14,0,,billing,15.0,1.0,2025-06-19,PayPal,North America,35-44,Organic Search,5,0,1,0.017,2024-04-01,13-24,170,1.0714285714285714,1144.88,High,2024-04,
C02539,2024-04-29,Basic,20.03,12,1,2025-04-09,billing,8.0,4.0,2025-02-21,Card,North America,25-34,Paid Ads,1,1,1,0.026,2024-04-01,7-12,288,0.6666666666666666,234.11,Medium,2024-04,2025-04-01
C02949,2024-04-29,Standard,46.73,14,0,,billing,13.0,0.0,2025-06-14,PayPal,APAC,35-44,Referral,4,0,1,0.066,2024-04-01,13-24,175,0.9285714285714286,611.04,High,2024-04,
C03478,2024-04-29,Basic,15.31,9,1,2024-12-14,billing,5.0,1.0,2024-11-25,Card,North America,35-44,Direct,2,0,1,0.044,2024-04-01,7-12,376,0.5555555555555556,131.73,Low,2024-04,2024-12-01
C03496,2024-04-29,Premium,83.19125,14,0,,billing,16.0,0.0,2025-06-22,Card,APAC,35-44,Paid Ads,5,0,1,0.071,2024-04-01,13-24,167,1.1428571428571428,1081.99,High,2024-04,
C04152,2024-04-29,Standard,32.65,14,0,,billing,12.0,0.0,2025-06-21,PayPal,Europe,45-54,Organic Search,3,0,1,0.054,2024-04-01,13-24,168,0.8571428571428571,432.42,Medium,2024-04,
C06143,2024-04-29,Basic,24.28,14,0,,billing,7.0,0.0,2025-06-26,Card,Europe,45-54,Direct,2,0,1,0.049,2024-04-01,13-24,163,0.5,323.26,Medium,2024-04,
C06625,2024-04-29,Standard,45.12,14,0,,billing,17.0,0.0,2025-06-24,ACH,North America,18-24,Organic Search,3,0,1,0.079,2024-04-01,13-24,165,1.2142857142857142,581.78,High,2024-04,
C00656,2024-04-30,Standard,49.22,14,0,,billing,13.0,2.0,2025-06-20,ACH,Latin America,45-54,Partnerships,4,0,1,0.06,2024-04-01,13-24,169,0.9285714285714286,647.74,High,2024-04,
C00747,2024-04-30,Standard,44.1,14,0,,billing,13.0,0.0,2025-06-29,Card,North America,35-44,Organic Search,3,0,1,0.013,2024-04-01,13-24,160,0.9285714285714286,609.37,High,2024-04,
C01669,2024-04-30,Basic,18.28,11,1,2025-03-28,billing,6.0,3.0,2025-02-25,Wallet,North America,35-44,Paid Ads,1,1,1,0.055,2024-04-01,7-12,284,0.5454545454545454,190.02,Low,2024-04,2025-03-01
C01958,2024-04-30,Premium,72.88,4,1,2024-06-28,price sensitivity,13.0,0.0,2024-11-06,Card,APAC,55+,Organic Search,5,0,1,0.019,2024-04-01,4-6,395,3.25,285.98,Medium,2024-04,2024-06-01
